msg,translated,pt,en
GADGET_TITLE,n,Selecionador de Mídiae e Mapa,Map and Media Picker
ADDRESS,y,Endereço:,Address:
BUTTON_BULK_UPLOAD,y,Bulk Upload,Bulk Upload
BUTTON_HTML,y,Ajuda,help
BUTTON_MAP_LOC,y,Mapeie um local,Map
BUTTON_SEARCH,y,Pesquisa de Vídeos e Fotos,Search
BUTTON_UPLOAD,y,Upload e Webcam,Upload & webcam
BUTTON_YOUR_MEDIA,y,"Suas fotos, vídeos e álbuns","Your photos, videos & albums"
FIND_LOCATION,y,Mapeie um local,Map a location
GADGET_EMBED_CODE,y,Código para incorporar  vídeo do Picasa:,Picasa video embed code:
IMG_EMBED_CODE,y,Código para incorporar imagem:,Image embed code:
IMG_LINK,y,Link direto para imagem:,Direct link to image:
INSTRUCTIONS_FOOTER,y,Clique em um dos botões acima para iniciar o processo!,Click on any of the big buttons above to start the process!
INSTRUCTIONS_LIST_HEADER,y,"Bem-vindo ao Dispositivo ""Map & Media Picker"". Esta ferramenta pode ser utilizada para obter links e códigos para imbutir de:",Welcome to the Map & Media Picker Gadget. You can use this tool to get links and embed code for:
INSTRUCTIONS_MAPS,y,Locais no Mapa,Map locations
INSTRUCTIONS_SEARCH,y,Fotos e vídeos encontrados na web,Photos and videos found on the web
INSTRUCTIONS_TITLE,y,Instructions,Instructions
INSTRUCTIONS_UPLOAD,y,Fotos de uploads e gravações de webcams,Uploaded photos and webcam recordings
INSTRUCTIONS_YOUR_MEDIA,y,"Fotos, vídeos e slideshows do Picasa","Picasa photos, videos and slideshows"
INSTRUCTIONS_YT,y,Vídeos do YouTube,YouTube videos
ITEM_LIMITED_ALBUM,y,"Este item pertence a um álbum de acesso ""Restrito"" do Picasa.","This item is from an ""Limited"" access Picasa album."
LAT_LON,y,Latitude e Longitude:,Latitude & Longitude:
LEARN_MORE,y,Mais informações,Learn more
